book_title,image_path
cleo-s-counting-pb,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cleo-s-counting-pb.jpg
cleoabc,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cleoabc.jpg
cliffhangerr,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cliffhangerr.jpg
clifftoppers-the-arrowhead-moor-adventure,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\clifftoppers-the-arrowhead-moor-adventure.jpg
climate-rebels,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\climate-rebels.jpg
clive-and-his-hats,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\clive-and-his-hats.jpg
clockwork,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\clockwork.jpg
cloth-lullaby,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cloth-lullaby.jpg
cloud-boy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cloud-boy.jpg
cloud-busting,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cloud-busting.jpg
cloud-forest,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cloud-forest.jpg
cloudland,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cloudland.jpg
clover-moon,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\clover-moon.jpg
cock-a-doodle-doo-farmyard-hullabaloo,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cock-a-doodle-doo-farmyard-hullabaloo.jpg
cockatoos,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cockatoos.jpg
code-name-verityv,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\code-name-verityv.jpg
codebusters,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\codebusters.jpg
cogheart,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cogheart.jpg
coldest,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coldest.jpg
colin-and-lee-carrot-and-pea,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\colin-and-lee-carrot-and-pea.jpg
collins-pocket-dictionary,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\collins-pocket-dictionary.jpg
collins-world-atlas,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\collins-world-atlas.jpg
colour-away-your-worries,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\colour-away-your-worries.jpg
colours,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\colours.jpg
colourswalkincountry,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\colourswalkincountry.jpg
colourthief,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\colourthief.jpg
come-all-you-little-persons,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\come-all-you-little-persons.jpg
come-away-from-the-water-shirley,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\come-away-from-the-water-shirley.jpg
come-clean,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\come-clean.jpg
come-on-life,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\come-on-life.jpg
comic-adventures-b,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\comic-adventures-b.jpg
coming-to-england,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coming-to-england.jpg
complete-short-fiction,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\complete-short-fiction.jpg
compton-valance,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\compton-valance.jpg
computer-ghost,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\computer-ghost.jpg
concentr8s,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\concentr8s.jpg
confessions-of-an-imaginary-friend,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\confessions-of-an-imaginary-friend.jpg
conquests,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\conquests.jpg
conspiracy-girl,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\conspiracy-girl.jpg
construction-vehicles,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\construction-vehicles.jpg
contender-the-chosen,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\contender-the-chosen.jpg
conversion,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\conversion.jpg
cookie,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cookie.jpg
cool-nature,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cool-nature.jpg
coping-with-chloe,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coping-with-chloe.jpg
copycat-science,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\copycat-science.jpg
coraline-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coraline-.jpg
coram-boys,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coram-boys.jpg
corby-flood,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\corby-flood.jpg
coreys-rock,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coreys-rock.jpg
cornelia-and-the-jungle-machine,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cornelia-and-the-jungle-machine.jpg
corpse-talk---ground-breaking-women,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\corpse-talk---ground-breaking-women.jpg
corpse-talk-ground-breaking-scientists,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\corpse-talk-ground-breaking-scientists.jpg
corpse-talk-season-1,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\corpse-talk-season-1.jpg
cosmic-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cosmic-.jpg
cosmic-disco,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cosmic-disco.jpg
could-a-whale-swim-to-the-moon,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\could-a-whale-swim-to-the-moon.jpg
count-to-100,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\count-to-100.jpg
count-with-little-fish,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\count-with-little-fish.jpg
count-with-maisy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\count-with-maisy.jpg
counting-birds,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\counting-birds.jpg
counting-by-7s,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\counting-by-7s.jpg
counting-chickens,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\counting-chickens.jpg
counting-on-katherine,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\counting-on-katherine.jpg
counting-with-a-ladybird,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\counting-with-a-ladybird.jpg
countingstars,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\countingstars.jpg
countingwithtinycat,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\countingwithtinycat.jpg
courtney,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\courtney.jpg
cover-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cover-1-.jpg
cover-boffin-boy-and-the-poison-garden,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cover-boffin-boy-and-the-poison-garden.jpg
cover-high-res,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cover-high-res.jpg
cover-image,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cover-image.jpg
cover,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cover.jpg
cowards-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cowards-.jpg
coyote-summer,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\coyote-summer.jpg
crater-lake,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crater-lake.jpg
crayon,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crayon.jpg
crazy-about-cats,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crazy-about-cats.jpg
crazy-classrooms,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crazy-classrooms.jpg
crazy-hair,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crazy-hair.jpg
crazy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crazy.jpg
creature-features-dinosaurs,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\creature-features-dinosaurs.jpg
creature-features-oceans,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\creature-features-oceans.jpg
creature-features,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\creature-features.jpg
creature-of-the-night,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\creature-of-the-night.jpg
creaturepedia,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\creaturepedia.jpg
crescent-moons-and-pointed-minarets,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crescent-moons-and-pointed-minarets.jpg
cress,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cress.jpg
crimson-poison,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crimson-poison.jpg
crisps,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crisps.jpg
croc,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\croc.jpg
crocodile-tearsz,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crocodile-tearsz.jpg
crocodilewhodidnt,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crocodilewhodidnt.jpg
crongton-knights,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crongton-knights.jpg
crow-moon,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crow-moon.jpg
crow-s-tale,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crow-s-tale.jpg
crowns-and-codebreakers,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crowns-and-codebreakers.jpg
cruel-summer-juno-dawson,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cruel-summer-juno-dawson.jpg
crusade-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crusade-.jpg
crusade,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crusade.jpg
crush-svetlana-chmakova,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crush-svetlana-chmakova.jpg
crush,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crush.jpg
crushers,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\crushers.jpg
cuchoo-song,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cuchoo-song.jpg
curiosity-house,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\curiosity-house.jpg
curiousincident,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\curiousincident.jpg
curse-of-the-werewolf-boy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\curse-of-the-werewolf-boy.jpg
cutting-and-sticking,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cutting-and-sticking.jpg
cvr-300dpi-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cvr-300dpi-.jpg
cvr,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cvr.jpg
cvr300dpi,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cvr300dpi.jpg
cyborg-cat-and-the-night-spider,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cyborg-cat-and-the-night-spider.jpg
cyborg,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cyborg.jpg
cycle-city,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cycle-city.jpg
cyfres-maes-y-mes-rhoswen-ar-eira,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cyfres-maes-y-mes-rhoswen-ar-eira.jpg
cymro-3,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cymro-3.jpg
cyril-and-pat,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cyril-and-pat.jpg
cyril-the-lonely-cloud,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\cyril-the-lonely-cloud.jpg
d1cdb8b0-267c-45f6-b850-24a176c015ea-img100-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\d1cdb8b0-267c-45f6-b850-24a176c015ea-img100-1-.jpg
d340f618-ed9b-48fc-8aff-6b32b6502aba-img100-1-,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\d340f618-ed9b-48fc-8aff-6b32b6502aba-img100-1-.jpg
d63d468e-9d2c-4d23-8927-b431edf698ad-img100,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\d63d468e-9d2c-4d23-8927-b431edf698ad-img100.jpg
dad-used-to-be-so-cool,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dad-used-to-be-so-cool.jpg
daddy-do-my-hair-hope,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daddy-do-my-hair-hope.jpg
daddy-do-my-hair,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daddy-do-my-hair.jpg
daddy-fartypants,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daddy-fartypants.jpg
dadsabirdman,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dadsabirdman.jpg
daft-bat,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daft-bat.jpg
daisy-and-bear,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daisy-and-bear.jpg
daisy-darling,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daisy-darling.jpg
daisy-fitzjohn,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daisy-fitzjohn.jpg
daisy-really-really,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daisy-really-really.jpg
daizy-star,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daizy-star.jpg
dalmatian-in-a-digger,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dalmatian-in-a-digger.jpg
dan-deinosor-patrymau,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dan-deinosor-patrymau.jpg
dance-is-for-everyone,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dance-is-for-everyone.jpg
dancing-in-my-nuddy-pants,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dancing-in-my-nuddy-pants.jpg
dancing-jax,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dancing-jax.jpg
dandelion-clocks,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dandelion-clocks.jpg
danger-at-donut-diner,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danger-at-donut-diner.jpg
danger-really-is-everywhere,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danger-really-is-everywhere.jpg
dangerous-lies,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dangerous-lies.jpg
dangerous-reality,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dangerous-reality.jpg
dangerous,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dangerous.jpg
danny-dread,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danny-dread.jpg
danny-mcgee-drinks-the-sea,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danny-mcgee-drinks-the-sea.jpg
danny,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danny.jpg
danza,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\danza.jpg
dara-palmer-major-drama,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dara-palmer-major-drama.jpg
dark-inheritance,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dark-inheritance.jpg
dark-lord-2,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dark-lord-2.jpg
dark-lord,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dark-lord.jpg
dark-ride,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dark-ride.jpg
darkest-part-of-the-forest,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darkest-part-of-the-forest.jpg
darkinsidee,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darkinsidee.jpg
darkisrising,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darkisrising.jpg
darkmere,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darkmere.jpg
darkmouth,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darkmouth.jpg
darwins-dragons,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\darwins-dragons.jpg
dau-mewn-cae,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dau-mewn-cae.jpg
daughter-of-fire-and-ice,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\daughter-of-fire-and-ice.jpg
dave-and-the-tooth-fairy,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-and-the-tooth-fairy.jpg
dave-pigeon-nuggets,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-pigeon-nuggets.jpg
dave-pigeon-racer,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-pigeon-racer.jpg
dave-pigeon-royal-coo,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-pigeon-royal-coo.jpg
dave-pigeon,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-pigeon.jpg
dave-s-cave,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-s-cave.jpg
dave-s-rock,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-s-rock.jpg
dave-the-lonely-monster,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\dave-the-lonely-monster.jpg
david-roberts-delightfully-different-fairy-tales,C:\Users\HP USER\.cache\kagglehub\datasets\thomaskonstantin\6000-children-and-teen-book-covers\versions\1\BookCovers\david-roberts-delightfully-different-fairy-tales.jpg
